@relation emotion

@attribute AU1 numeric
@attribute AU2 numeric
@attribute AU4 numeric
@attribute AU6 numeric
@attribute AU7 numeric
@attribute AU9 numeric
@attribute AU12 numeric
@attribute AU15 numeric
@attribute AU16 numeric
@attribute AU20 numeric
@attribute AU23 numeric
@attribute AU26 numeric
@attribute Left numeric
@attribute Lower numeric
@attribute Right numeric
@attribute Upper numeric
@attribute class {Angry,Sad,Happy,Disgust,Neutral,Fear}

@data
0,0,0,0,0,0.6,0.96,0,0.15,0,0,0,0.2,1.36,1.36,0.2,Neutral
0,0.07,0.22,0,0.33,0,0.67,0,0.52,0,0,0,0.32,1.18,1.4,0.53,Sad
0.32,0,0.88,0.38,0.38,0.21,1.22,0,0.88,0,0,0,0.26,2.4,4.19,2.05,Angry
0.17,0,0,0,0.22,0,0.96,0,0.95,0,0,0,0.17,0.96,1.51,0.72,Disgust
0,0,0,0.07,0.65,0.72,1.33,0,1.72,0.38,0.38,0,0.88,2.43,3.0,1.45,Fear
0,0,0,0.13,0,0.35,1.0,0,1.0,0,0,0,0.17,1.22,1.35,0.3,Happy
0.21,0,0.15,0.09,0.42,0.67,0.5,0,0.5,0,0,0,0.06,1.17,2.12,1.02,Neutral
0.22,0,0.22,0.45,0,0.2,1.26,0,0.97,0,0,0,0.85,1.46,1.69,1.29,Sad
0.33,0,0.33,0,0.22,0.42,3.38,0,2.49,0,0,0,0,3.79,4.71,0.92,Angry
0.25,0,0.09,0,0.09,0.13,2.17,0,0.45,0,0,0,0.47,2.3,2.17,0.34,Disgust
0,0,0.22,0.28,0.51,0.42,0.62,0,0.35,0,0,0,1.13,1.03,1.62,1.71,Fear
0,0.15,0,0,0,0.6,0.75,0,0.42,0,0,0,0.47,1.35,1.8,0.92,Happy
0,0,0.17,0,0,0,0.37,0,1.43,0,1.07,0,0.68,1.43,1.92,1.17,Neutral
0.28,0,1.33,0,0.82,0.57,1.93,0.15,1.47,0.15,0.15,0.15,1.47,2.65,3.5,2.31,Sad
0.68,0,0.57,0.33,0.13,1.07,0,0,0,0,0,0,0.83,1.43,1.1,1.43,Angry
0.15,0,0,0,0,0.33,0.4,0,0,0,0,0,0.97,1.25,1.4,1.12,Disgust
0.4,0,0,0,0.57,0,0.62,0,0.62,0,0,0,0.57,0.62,1.02,0.97,Fear
0.3,0,0.17,0.14,0,0.79,0,0,0,0,0,0,0.17,1.38,1.65,0.44,Happy
0.2,0,0.2,0,0,0.14,0,0,0,0,0,0,1.05,1.01,1.21,1.25,Neutral
0.17,0,0.17,0.35,0,0.28,0.8,0,0,0.15,0.15,0.15,1.97,0.95,1.92,2.94,Sad
0.9,0,1.68,0.43,0.3,0.58,1.88,0,0,0,0,0,4.45,0,0.58,0.3,Angry
0.28,0,0.28,0,0,1.35,0,0.22,0.22,0.22,0,0,0.57,1.28,0.22,0.57,Disgust
0.43,0,0.43,0.35,0.42,0,1.18,0,1.18,0,0,0,0.5,1.18,1.88,1.2,Fear
0.46,0,0.46,0.3,0.22,0.8,0.38,0,0,0,0,0,0.43,1.18,1.5,0.76,Happy
0.47,0,0.28,0.13,0,0,0.3,0,0.3,0,0,0,0,0.98,1.8,0.82,Neutral
0,0,1.08,0,0,0.4,1.32,0,1.32,0,0,0,0.55,1.72,2.25,1.08,Sad
